id,origin,title,author,description
161,Canadian,A Fist Around the Heart,Heather Chisvin,"The mystery surrounding Anna Grieve and her mentally fragile older sister, Esther, begins in Russia in the 1880s. The persecution of Jews has become so vicious ..."
162,Canadian,A Folk Tale Journey,Helen Creighton,"These are the folk tales from Dr. Helen Creighton's life journey through the Maritime provinces, collecting songs and ghost stories and old cures and folk ..."
163,Canadian,A Forest for Calum,Frank Macdonald,"The story is Roddie's. The stage is his guardian and grandfather Calum's. A quiet and stoic man, Calum Gillies and his aging friends illuminate for us the ..."
164,Canadian,A Forever Kind of Family,Brenda Harlen,"TWO'S A DATE. THREE'S?A FAMILY? ;When they become guardians of their best friends' orphaned baby, Ryan Garrett and Harper Ross expect disaster. The two can't be ..."
165,Canadian,A Free Man,Michel Basilieres,An unusual and remarkable dystopian novelA Free Man is a satirical tall tale presented as the drug and alcohol fuelled conversation of two old friends getting ...
166,Canadian,"Afrikaner, The",Arianna Dagnino,"A hijacking in deeper Johannesburg goes horribly wrong. Zoe du Plessis, a paleontologist of Afrikaner origin, is suddenly confronted with her family's secret, ..."
167,Canadian,After Alice,Karen Hofmann,"Having escaped the place in her youth, retired professor Sidonie von T√§ler returns to her ancestral Okanagan valley orchards still very much in the shadow of ..."
168,Canadian,After Delores,Sarah Schulman,Sarah Schulman's surprising novel about a brokenhearted waitress looking for love in New York's Lower East Side.In this new edition of Sarah Schulman's ...
169,Canadian,After Drowning,Valerie Mills-Milde,"Lake Erie was once home to a thriving inland fishery but the sad fortunes of the lake have decimated the industry, forcing those who live along the Lake Erie ..."
170,Canadian,After Elias,Eddy Boudel Tan,"A tragedy shatters Coen's carefully constructed life.When the airplane piloted by Elias Santos crashes one week before their wedding day, Coen Caraway loses ..."
171,Canadian,Afterimage,Helen Humphreys,"Inspired by the photographs of Julia Margaret Cameron, Afterimage is a provocative, passionate, yet delicate Victorian novel. When the young Irish maid Annie ..."
172,Canadian,After it Rains,Bill Haugland,"After it Rains, Bill Haugland's first short story collection, gently probes the human psyche and deftly reveals our foibles. What happens to a man who faces ..."
173,Canadian,After James,Michael Helm,"Shortlisted for the 2016 Rogers Writers' Trust Fiction Prize Globe and Mail ""Best Canadian Fiction of 2016""This breakout novel from Giller Prize finalist ..."
174,Canadian,Afterlife Crisis,Randal Graham," ;For fans of Douglas Adams, Terry Pratchett, and P.G. WodehouseWhere do you go after you die? Detroit.Something's rotten in the afterlife. At least that's ..."
175,Canadian,"Afterlife of Birds, The",Elizabeth Philips,"A gorgeous, deeply felt debut novel about obsession, loneliness, and the surprising ways we find to connect with each other.Henry Jett's life is slowly going ..."
176,Canadian,After Light,Catherine Hunter,"After Light spans four generations of the Garrison family, over the course of the twentieth century. Irish Deirdre, forced into marriage at sixteen, never ..."
177,Canadian,After Many Years,Carolyn Strom Collins,"Although best known for creating the spirited Anne Shirley, L. M. Montgomery had a thriving writing career that included several novels and more than five ..."
178,Canadian,Aftermath,Peter Robinson,"In the early hours of a sweet May morning, two Yorkshire police officers investigating a ""domestic""ù stumble upon the very worst of crimes ""ì the sexual ..."
179,Canadian,After River,Donna Milner,"He will change their lives forever. . . . At fifteen, Natalie Ward believes her life is perfect. Growing up on a dairy farm in the mountains of British ..."
180,Canadian,After the Flood,Shane Joseph,"Blurbs:18 Words After the Flood is a dystopian novel of hope that straddles a pre and post, catastrophic, world-wide flood. 68 Words Hidden Brook Press ..."
181,Canadian,After the Horses,Jeffrey Round,"2016 Lambda Literary Award for Gay Mystery ó ShortlistedDan Sharp scours Toronto's seamy underbelly after the murder of a notorious nightspot owner, and ..."
182,Canadian,After the Red Night,Christiane Frenette,"In 1950, a devastating fire breaks out in Rimouski. Thomas survives the blaze, but loses his memory and is institutionalized. A shell of his former self, he ..."
183,Canadian,After the War is Over,Jennifer Robson,"The International bestselling author of Somewhere in France returns with her sweeping second novelóa tale of class, love, and freedomóin which a young ..."
184,Canadian,After the War Is Over,Jennifer Robson,"The International bestselling author of Somewhere in France returns with her sweeping second novelóa tale of class, love, and freedomóin which a young ..."
185,Canadian,After You,Julie Buxbaum,"It happened on a tree-lined street in Notting Hill to a woman who seemed to have the perfect life. Ellie Lerner's best friend, Lucy, was murdered in front of ..."
186,Canadian,After You Left,Carol Mason,"An Amazon Charts bestseller.You want to know what the worst thing is? It's not the embarrassment, or the looks on people's faces when I tell them what ..."
187,Canadian,After You've Gone,Lori Hahnel,"After You've Gone is the story of two generations of musicians, a jazz grandmother and a punk granddaughter, who each struggle with balancing life, love, and ..."
188,Canadian,Against A Darkening Sky,Lauren B. Davis,"From the author of the acclaimed Our Daily Bread and The Empty Room comes a rich and fascinating new novel of mysterious, magic-riddled 7th-century England: ..."
189,Canadian,Against God,Patrick Senecal,"Translated from the French, (Contre Dieu), Against God, is the gripping, dark tale of a man searching for answers. What happens in the mind of a man when, all ..."
190,Canadian,Against Her Rules,Victoria Barbour, ;Thriving business? Check.Sexual exploits with a rock star? Check.Complete independence? Check.Elsie Walsh had it all. Or so she thought. Until Scottish ...
191,Canadian,Against the Light,Dave Duncan,"The Hierarchy, high priests of the religious order the Light, rules both the magical kingdom of Albi and its religion. Worshippers in the old ways of the Earth ..."
192,Canadian,Against the Ropes,Sarah Castille,"""Fifty Shades of Grey meets Fight Club.""-RT Book ReviewsA Publishers Weekly TOP 10 Romance for FallHe scared me. He thrilled me. And after one touch, all I ..."
193,Canadian,Against The Wind,Madeleine Gagnon,"From the moment he takes drastic action to defend his adoptive mother from violent sexual assault, Joseph finds himself retreating into an increasingly ..."
194,Canadian,Against the Wind,Jim Tilley,"Against the Wind is an elegantly written story of relationships involving six principal characters, strands of whose lives braid together after a chance ..."
195,Canadian,Ageless Spy,D C Mahoney,Ageless Spy is a literary novel that flows smoothly through the protagonist's life. The narrative is not meant to confound the reader with overtly clever ...
196,Canadian,A Gentleman's Murder,Christopher Huang,"Named a 2018 Foreword INDIES Book of the Year Awards Finalist Now in development for television with Endeavor Content""Huang's impressive debut will delight ..."
197,Canadian,A God in the Shed,J-F. Dubeau,"-Barnes and Noble Best Horror Books of 2017 Pick -Runner-up for the American Library Association's Horror Book of 2017""One of the most enthralling novels I've ..."
198,Canadian,A Golden Betrayal,Barbara Dunlop,"In his Arabian kingdom, Crown Prince Raif Khouri commands, and women do his will?but then he meets headstrong American Ann Richardson. To get back the ..."
199,Canadian,A Golden Grave,Erin Lindsey,"The follow-up toMurder on Millionaires' Row, Erin Lindsey's second historical mystery follows Rose Gallagher as she tracks a killer with shocking abilities ..."
200,Canadian,A Good And Quiet Night,A Brooker,"""A Good and Quiet Night"" features short stories about Christmas by authors from Canada, Great Britain, Russia, and the United States of America. This exclusive ..."
201,Canadian,A Good Day for Billie,Rodger Blake,Friendship is a gift for all who pursue it. Yet it takes determination and persistence to unwrap its treasure. Join Billie the puffin as he tries to make ...
202,Canadian,A Good House,Bonnie Burnard,font face=DanteMT-Regular size=2&gt;font face=DanteMT-Regular size=2&gt;p align=left&gt;Bill Chambers has come home from the second World War with several fingers of ...
203,Canadian,A Good Man,Guy Vanderhaeghe,Multi-award-winning author Guy Vanderhaeghe's eagerly awaited new novel is a dazzling follow up to his bestselling The Englishman's Boy and The Last Crossing ...
204,Canadian,A Grandmother Named Love,A.  S. Compton,"Lorato lives a comfortable but lonely life in her retirement years, alone in the home her husband had built in their rural village on the Kalahari in southern ..."
205,Canadian,A Grave in the Air,Stephen Henighan,"Sweeping from Nazi Germany in 1939 to the war in Bosnia in the 1990s, Stephen Henighan's A Grave in the Air is a masterful sequence of stories. In these ..."
206,Canadian,A Grave Waiting,Jill Downie,There's nowhere to hide from international intrigue and murder most foul even on an island as small as Guernsey. Second in the Moretti and Falla Mystery ...
207,Canadian,A Great Reckoning,Louise Penny,"InstantNew York Timesbestseller:#1 in Hardcover Fiction#1 in E-book Fiction#1 in Combined Print and E-book Fiction""Deep and grand and altogether ..."
208,Canadian,A Green Place for Dying,R.J. Harlick,"Meg Harris's friend has been missing for over two months, but she's not the only one.Meg Harris returns to her home in the West Quebec wilderness after a ..."
209,Canadian,A Halifax Christmas Carol,Steven Laffoley,It is December 1918. The old worldóshaped by the values of Queen Victoria and Charles Dickensó is gone and the new world now wallows in post-war chaos and ...
210,Canadian,A Handbook for Beautiful People,Jennifer Spruit,"When twenty-two-year-old Marla finds herself unexpectedly pregnant, she wishes for a family, but faces precariousness: an uncertain future with her talented, ..."
211,Canadian,A Hard Gold Thread,Catherine Black,"In this, her second book, Catherine Black weaves together the wonder, heartache, and 'unlovely beauty' of a youth that is by turns charmed and disquieting. ..."
212,Canadian,A Hard Old Love Amongst Scavengers,David Doucette,"At 46, Miles Hann gives it all up for the little cottage he has built on the slopes of his native Ingonish, Cape Breton. Miles has five times circumnavigated ..."
213,Canadian,A Harsh and Private Beauty,Kate Kelly,"A Harsh and Private Beauty, is about the life and loves of Ruby Grace, now in her 89th year, on a train journey with her granddaughter back to Chicago, the ..."
214,Canadian,A Harvest of Thorns,Corban Addison,"Bestselling author Corban Addison returns with another tale ripped straight from the headlines, intertwining unforgettable characters and gripping action with ..."
215,Canadian,A Heart In Port,Emily Givner,"The fictional worlds that Emily Givner was intent on evoking are subtle, yet lucid, her characters often wrought with inherent contradictions, her narrators ..."
216,Canadian,A Hero,Charlotte R. Mendel,"The state war raging outside the home of the Al-Fakhoury extended family, who live in a border town buffeted by the turmoil of the Arab Spring, entwines with ..."
