id,origin,book,details,character_count,word_count
131,Canadian,A Diary in the Age of Water by Nina Munteanu,"A Diary in the Age of Water by Nina Munteanu: Centuries from now, in a post-climate change dying boreal forest of what used to be northern Canada, Kyo, a young acolyte called to service in the Exodus, ...",,
132,Canadian,Adjacentland by Rabindranath Maharaj,"Adjacentland by Rabindranath Maharaj: Today is a new day but yesterday was the same day. In this disquieting new work from award-winning novelist Rabindranath Maharaj, a man awakens in a strange ...",,
133,Canadian,A Doctor's Vow & Perfectly Matched by Lois Richer,"A Doctor's Vow & Perfectly Matched by Lois Richer: Two Healing Hearts novels by bestselling author Lois RicherA Doctor's VowTo fulfill a promise, Dr. Jaclyn LaForge opens a children's clinic in Hope, New ...",,
134,Canadian,A Door in the River by Inger Ash Wolfe,"A Door in the River by Inger Ash Wolfe: When Henry Weist, Port Dundas, Ontario's likeable hardware store owner is found dead in the parking lot of a cigarette shop on a local First Nation reserve, ...",,
135,Canadian,A Dream Like Mine by M. T. Kelly,"A Dream Like Mine by M. T. Kelly: Considering whether it is moral to use radical and violent solutions to stop the destruction of the environment, this dark novel portrays a succession of ...",,
136,Canadian,Adrift by Loren Edizel,"Adrift by Loren Edizel: John arrives in a Montreal airport with a suitcase in hand. We do not know where he is from, or who he is. He takes up work as a night-shift nurse and writes ...",,
137,Canadian,A Dublin Student Doctor by Patrick Taylor,A Dublin Student Doctor by Patrick Taylor: Devoted readers of Patrick Taylor's Irish Country novels know Doctor Fingal Flahertie O'Reilly as a pugnacious general practitioner in the quaint Irish village ...,,
138,Canadian,Adult Onset by Ann-Marie MacDonald,"Adult Onset by Ann-Marie MacDonald: From the acclaimed, bestselling author of 2 beloved classics, Adult Onset is a powerful drama about motherhood, the dark undercurrents that break and hold ...",,
139,Canadian,"Adventure of Micah Mushmelon, Boy Talmudist, The by Michael Wex","Adventure of Micah Mushmelon, Boy Talmudist, The by Michael Wex: Heir to the Hipster line of rabbinical leaders and sages, eleven year old Micah Mushmelon enlists Shraga Potasznik, the comic-book-addicted protagonist of this ...",,
140,Canadian,Advertising Murder by Robert Scott,Advertising Murder by Robert Scott: Jack Elton was having a rough time dealing with his unfair banishment from the Vancouver Police Force and trying to settle into the lonely life of a P.I. until ...,,
141,Canadian,Advice For Italian Boys by Anne Giardini,"Advice For Italian Boys by Anne Giardini: Nicolo's older and younger brothers seem to have their lives in focus. Nicolo works hard, saves his money, respects his parents and his nonna, but he is ...",,
142,Canadian,Advice for Taxidermists and Amateur Beekeepers by Erin Vance,Advice for Taxidermists and Amateur Beekeepers by Erin Vance: The sudden death of Margot Morris and her two young daughters in a house fire sends shock-waves through a small rural community. The Morris' are a close-knit ...,,
143,Canadian,Advocate by Darren Greer,"Advocate by Darren Greer: When Jacob is called back to Advocate, he is not only returning home again, something he knows he cannot really do; he is going to face his dying grandmother ...",,
144,Canadian,Aegean Tales by Pan Bouyoucas,"Aegean Tales by Pan Bouyoucas: Leading Canadian translator, Sheila Fischman, brings these two awarding-winning novels, The Other and Anna Why, to an English-language audience for the first ...",,
145,Canadian,A Family Affair by Nadine Bismuth,"A Family Affair by Nadine Bismuth: A wry, savvy novel of untidy modern relationships, A Family Affair confirms award-winning author Nadine Bismuth's place as a remarkable chronicler of ...",,
146,Canadian,A Family for Luke by Carolyne Aarsen,"A Family for Luke by Carolyne Aarsen: Luke Harris grew up without family. Now, it's all he wants. More so when he and his friendly dog move next door to widowed mom Janie Corbett and her three ...",,
147,Canadian,A Family for the Rugged Rancher by Donna Alward,A Family for the Rugged Rancher by Donna Alward: Gruff rancher Luke Evans's new live-in housekeeper comes with an unexpected addition?a small son! Emily may be pretty?and even Luke has to grudgingly admit ...,,
148,Canadian,A Family for the Soldier by Carolyne Aarsen,"A Family for the Soldier by Carolyne Aarsen: A Cowboy's Homecoming ;Since his return to Little Horn, Texas, former special ops soldier Grady Stillwater has felt lost. Stillwater Ranch needs his ...",,
149,Canadian,A Family-Style Christmas by Carolyne Aarsen,"A Family-Style Christmas by Carolyne Aarsen: The swaggering stranger embodied every warning nurse Caitlin Severn had ever heard, all wrapped up in one handsome, dangerous package. Yet, from the moment she ...",,
150,Canadian,A Family-Style Christmas & A Mother at Heart by Carolyne Aarsen,"A Family-Style Christmas & A Mother at Heart by Carolyne Aarsen: A perfect Christmas gift! Two Stealing Home novels in one by author Carolyne AarsenA Family-Style ChristmasAfter witnessing Simon Steele's motorcycle crash, ...",,
151,Canadian,A Family-Style Christmas and Yuletide Homecoming by Carolyne Aarsen,A Family-Style Christmas and Yuletide Homecoming by Carolyne Aarsen: Two heartwarming holiday novels by Carolyne AarsenA Family-Style ChristmasA childhood in foster care cost businessman Simon Steele his faith. But when he's ...,,
152,Canadian,A Fatal Inversion by Barbara Vine,A Fatal Inversion by Barbara Vine: A Fatal Inversion - a classic thriller from the queen of crime Barbara Vine 'An absolute winner ... a gripping read from start to end' Daily Mail 'Brilliant. ...,,
153,Canadian,A Father for Danny by Janice Carter,A Father for Danny by Janice Carter: Samantha Sorrenti's business is finding things. But her newest?and youngest?client just hired her to find something a lot more complicated: the father he's ...,,
154,Canadian,A Father for Her Child by Laurel Greer,"A Father for Her Child by Laurel Greer: She was always his best friend's girl""¦But then their whole lives changedWidow Cadence Grigg is slowly putting her life back togetherand raising her ...",,
155,Canadian,A Father in the Making by Carolyne Aarsen,"A Father in the Making by Carolyne Aarsen: Family At Last ; ;Nate Lyster and Mia Verbeek are in perfect agreement?letting someone new into your life is much too risky. Mom to four kids, Mia can't let just ...",,
156,Canadian,A Father's Kingdom by Sheila Watson,"A Father's Kingdom by Sheila Watson: This small collection of stories that were published between 1938 and 1980 includes a remarkable narrative range, from the closely observed realism of ""Rough ...",,
157,Canadian,A Father's Promise by Carolyne Aarsen,A Father's Promise by Carolyne Aarsen: A Chance For Redemption ; ;Widowed attorney Zach Truscott is ready for a fresh start. So he and his beloved daughter head west to the quaint town of Hartley ...,,
158,Canadian,A Few Kinds of Wrong by Tina Chaulk,"A Few Kinds of Wrong by Tina Chaulk: Mechanic Jennifer Collins is a woman in a man's world, but since her father's sudden death her world has been falling apart. Now she's in a losing battle, ...",,
159,Canadian,Affect by Charlene Elsby,"Affect by Charlene Elsby: Affect is the surreal love story of a graduate student who, hyperaware of the absurdity of love in a universe where all is finite and death is inevitable, ...",,
160,Canadian,A Firefighter's Promise by Patricia Johns,A Firefighter's Promise by Patricia Johns: When the baby he rescued seven years  ;ago returns?with his widowed adoptive  ;mom?Deputy Fire Chief Matt Bailey can't  ;turn them away. Desperate to escape the ...,,
161,Canadian,A Fist Around the Heart by Heather Chisvin,"A Fist Around the Heart by Heather Chisvin: The mystery surrounding Anna Grieve and her mentally fragile older sister, Esther, begins in Russia in the 1880s. The persecution of Jews has become so vicious ...",,
162,Canadian,A Folk Tale Journey by Helen Creighton,"A Folk Tale Journey by Helen Creighton: These are the folk tales from Dr. Helen Creighton's life journey through the Maritime provinces, collecting songs and ghost stories and old cures and folk ...",,
163,Canadian,A Forest for Calum by Frank Macdonald,"A Forest for Calum by Frank Macdonald: The story is Roddie's. The stage is his guardian and grandfather Calum's. A quiet and stoic man, Calum Gillies and his aging friends illuminate for us the ...",,
164,Canadian,A Forever Kind of Family by Brenda Harlen,"A Forever Kind of Family by Brenda Harlen: TWO'S A DATE. THREE'S?A FAMILY? ;When they become guardians of their best friends' orphaned baby, Ryan Garrett and Harper Ross expect disaster. The two can't be ...",,
165,Canadian,A Free Man by Michel Basilieres,A Free Man by Michel Basilieres: An unusual and remarkable dystopian novelA Free Man is a satirical tall tale presented as the drug and alcohol fuelled conversation of two old friends getting ...,,
166,Canadian,"Afrikaner, The by Arianna Dagnino","Afrikaner, The by Arianna Dagnino: A hijacking in deeper Johannesburg goes horribly wrong. Zoe du Plessis, a paleontologist of Afrikaner origin, is suddenly confronted with her family's secret, ...",,
167,Canadian,After Alice by Karen Hofmann,"After Alice by Karen Hofmann: Having escaped the place in her youth, retired professor Sidonie von TÃ¤ler returns to her ancestral Okanagan valley orchards still very much in the shadow of ...",,
168,Canadian,After Delores by Sarah Schulman,After Delores by Sarah Schulman: Sarah Schulman's surprising novel about a brokenhearted waitress looking for love in New York's Lower East Side.In this new edition of Sarah Schulman's ...,,
169,Canadian,After Drowning by Valerie Mills-Milde,"After Drowning by Valerie Mills-Milde: Lake Erie was once home to a thriving inland fishery but the sad fortunes of the lake have decimated the industry, forcing those who live along the Lake Erie ...",,
170,Canadian,After Elias by Eddy Boudel Tan,"After Elias by Eddy Boudel Tan: A tragedy shatters Coen's carefully constructed life.When the airplane piloted by Elias Santos crashes one week before their wedding day, Coen Caraway loses ...",,
171,Canadian,Afterimage by Helen Humphreys,"Afterimage by Helen Humphreys: Inspired by the photographs of Julia Margaret Cameron, Afterimage is a provocative, passionate, yet delicate Victorian novel. When the young Irish maid Annie ...",,
172,Canadian,After it Rains by Bill Haugland,"After it Rains by Bill Haugland: After it Rains, Bill Haugland's first short story collection, gently probes the human psyche and deftly reveals our foibles. What happens to a man who faces ...",,
173,Canadian,After James by Michael Helm,"After James by Michael Helm: Shortlisted for the 2016 Rogers Writers' Trust Fiction Prize Globe and Mail ""Best Canadian Fiction of 2016""This breakout novel from Giller Prize finalist ...",,
174,Canadian,Afterlife Crisis by Randal Graham,"Afterlife Crisis by Randal Graham:  ;For fans of Douglas Adams, Terry Pratchett, and P.G. WodehouseWhere do you go after you die? Detroit.Something's rotten in the afterlife. At least that's ...",,
175,Canadian,"Afterlife of Birds, The by Elizabeth Philips","Afterlife of Birds, The by Elizabeth Philips: A gorgeous, deeply felt debut novel about obsession, loneliness, and the surprising ways we find to connect with each other.Henry Jett's life is slowly going ...",,
176,Canadian,After Light by Catherine Hunter,"After Light by Catherine Hunter: After Light spans four generations of the Garrison family, over the course of the twentieth century. Irish Deirdre, forced into marriage at sixteen, never ...",,
177,Canadian,After Many Years by Carolyn Strom Collins,"After Many Years by Carolyn Strom Collins: Although best known for creating the spirited Anne Shirley, L. M. Montgomery had a thriving writing career that included several novels and more than five ...",,
178,Canadian,Aftermath by Peter Robinson,"Aftermath by Peter Robinson: In the early hours of a sweet May morning, two Yorkshire police officers investigating a ""domestic"" stumble upon the very worst of crimes "" the sexual ...",,
179,Canadian,After River by Donna Milner,"After River by Donna Milner: He will change their lives forever. . . . At fifteen, Natalie Ward believes her life is perfect. Growing up on a dairy farm in the mountains of British ...",,
